Site ID,Program Code,Program Name,Address 1,Address 2,Zipcode,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Total.ECERS,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
03M084,03M084,P.S. 84 Lillian Weber,32 West 92nd Street,"New York, NY 10025",10025,District School,36,8:30 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91%,95%,93%,93%,98%,16,48%,2014-15 School Year,6.2,4,5.9,3,3.7,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 26, 2015",4
03M087,03M087,P.S. 87 William Sherman,160 West 78th Street,"New York, NY 10024",10024,District School,17,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Outdoor (onsite) playspace,,76%,95%,73%,85%,79%,8,47%,2015-16 School Year,6.1,4,5.8,3,2.7,2,2014-15 School Year,2.9,1,2.5,1,4,3,2.8,1,1.8,2,3.1,2,3.3,2,32.4,14-May-15,3
03M145,03M145,"P.S. 145, The Bloomingdale School",150 West 105th Street,"New York, NY 10025",10025,District School,49,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,74%,99%,98%,96%,100%,25,58%,2015-16 School Year,4.0,2,3.7,2,1.9,1,2014-15 School Year,3,2,3.3,2,2.6,1,3.2,2,2.5,3,3.1,2,3.5,3,36.2,28-Jan-15,3
03M149,03M149,P.S. 149 Sojourner Truth,41 West 117th Street,"New York, NY 10026",10026,District School,27,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,52%,83%,76%,87%,87%,16,62%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,2.6,1,2.5,1,2.4,1,2.2,1,2.8,3,3,2,3,2,29.5,"March 15, 2016",3
03M163,03M163,P.S. 163 Alfred E. Smith,163 West 97th Street,"New York, NY 10025",10025,District School,29,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,98%,78%,84%,87%,8,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"November 18, 2015",4
03M165,03M165,P.S. 165 Robert E. Simon,234 West 109th Street,"New York, NY 10025",10025,District School,28,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,73%,89%,55%,87%,77%,12,44%,2015-16 School Year,5.7,3,5.5,3,3.5,3,2014-15 School Year,4.2,3,5.3,4,5.8,4,4.7,3,2.7,3,3.4,3,3.5,3,52.6,"March 23, 2015",3
03M180,03M180,P.S. 180 Hugo Newman,370 West 120th Street,"New York, NY 10027",10027,District School,69,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,75%,97%,99%,97%,98%,32,51%,2015-16 School Year,6.1,4,5.7,3,1.7,1,2014-15 School Year,3.6,3,4.8,3,4.8,3,4,3,2.8,3,2.9,1,2.7,1,42.6,"December 4, 2015",3
03M185,03M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,20 West 112th Street,"New York, NY 10026",10026,District School,58,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,89%,99%,98%,96%,99%,56,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.2,3,6.3,4,5.8,4,3.5,3,2.5,3,4,3,5,4,55.3,"March 15, 2016",3
03M191,03M191,P.S. 191 Amsterdam,210 West 61st Street,"New York, NY 10023",10023,District School,64,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,82%,96%,95%,96%,96%,47,78%,2015-16 School Year,6.6,4,6.7,4,3,2,2014-15 School Year,3.2,2,3.3,2,5,4,3.4,3,1.5,2,3.1,2,3,2,39.5,16-Mar-15,3
03M242,03M242,P.S. 242 - The Young Diplomats Magnet Academy,134 West 122nd Street,"New York, NY 10027",10027,District School,18,8:10 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,77%,97%,86%,95%,91%,6,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.3,2,4,3,3,2,4.5,3,2.3,3,2.8,1,2.7,1,37.6,"January 14, 2015",3
04M007,04M007,P.S. 7 Samuel Stern,160 East 120th Street,"New York, NY 10035",10035,District School,28,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,71%,98%,89%,96%,96%,9,41%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 31, 2016",3
04M037,04M037,River East Elementary,508 East 120th Street,"New York, NY 10035",10035,District School,13,8:20 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,87%,100%,100%,100%,100%,7,58%,2015-16 School Year,6.4,4,6.2,4,4.6,3,2014-15 School Year,3.5,3,4.8,3,4.6,3,3.6,3,2.3,3,3.4,3,2.3,1,43.5,"November 17, 2015",4
04M038,04M038,P.S. 38 Roberto Clemente,232 East 103rd Street,"New York, NY 10029",10029,District School,27,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,74%,97%,86%,96%,94%,16,59%,2014-15 School Year,5.9,3,5.4,3,3.3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 3, 2015",2
04M057,04M057,James Weldon Johnson,176 East 115th Street,"New York, NY 10029",10029,District School,36,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,81%,99%,93%,98%,95%,25,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,11-May-15,3
04M072,04M072,The Lexington Academy,131 East 104th Street,"New York, NY 10029",10029,District School,44,8:10 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor,,86%,N/A,N/A,N/A,N/A,2,5%,2015-16 School Year,6.6,4,6.5,4,3.3,3,2014-15 School Year,3.5,3,4.5,3,4.4,3,4.4,3,2.3,3,2.8,1,2.8,1,41.7,"April 1, 2015",4
04M083,04M083,P.S. 83 Luis Munoz Rivera,219 East 109th Street,"New York, NY 10029",10029,District School,18,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,85%,N/A,N/A,N/A,N/A,2,12%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.2,3,6,4,5.8,4,3.2,2,3.7,3,3.9,3,4,3,52.8,"May 24, 2016",3
04M096,04M096,P.S. 96 Joseph Lanzetta,216 East 120th Street,"New York, NY 10035",10035,District School,17,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,60%,N/A,N/A,N/A,N/A,3,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"February 25, 2015",3
04M102,04M102,P.S. 102 Jacques Cartier,315 East 113th Street,"New York, NY 10029",10029,District School,14,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,80%,86%,94%,89%,90%,7,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"January 15, 2015",2
04M108,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,1615 Madison Avenue,"New York, NY 10029",10029,District School,17,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,69%,100%,83%,96%,95%,8,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 16, 2015",2
04M112,04M112,P.S. 112 Jose Celso Barbosa,535 East 119th Street,"New York, NY 10035",10035,District School,25,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Outdoor (onsite) playspace,,86%,100%,95%,99%,99%,21,95%,2014-15 School Year,6.6,4,6.7,4,4.8,3,2015-16 School Year,4.4,3,4.5,3,6.8,4,4.6,3,2.5,3,3.3,2,6,4,54.1,"April 29, 2015",4
04M146,04M146,P.S. 146 Ann M. Short,421 East 106th Street,"New York, NY 10029",10029,District School,32,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,58%,100%,100%,100%,100%,8,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.4,3,4.5,3,5.2,4,3.6,3,2.2,2,2.4,1,3.8,3,44.1,"March 17, 2015",3
04M155,04M155,P.S. 155 William Paca,319 East 117th Street,"New York, NY 10035",10035,District School,21,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,76%,N/A,N/A,N/A,N/A,1,5%,2015-16 School Year,6.1,4,5.5,3,3.3,3,2014-15 School Year,2.3,1,2,1,2.2,1,2.1,1,2.2,2,3,2,2.3,1,25.1,6-May-15,2
04M171,04M171,P.S. 171 Patrick Henry,19 East 103rd Street,"New York, NY 10029",10029,District School,35,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,88%,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.4,4,6.4,4,4.3,3,2014-15 School Year,4.2,3,5.8,4,5.6,4,4.5,3,1.5,2,4.1,3,4.5,3,52.2,"January 14, 2016",4
04M375,04M375,Mosaic Preparatory Academy,141 East 111th Street,"New York, NY 10029",10029,District School,33,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,73%,100%,100%,97%,100%,7,27%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 24, 2015",4
04M497,04M497,Central Park East I,1573 Madison Avenue,"New York, NY 10029",10029,District School,18,8:30 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,68%,90%,30%,90%,57%,8,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.8,3,6,4,4.4,3,4.2,3,2.2,2,3.3,2,3.5,3,47.4,"March 12, 2015",3
04M964,04M964,Central Park East II,19 East 103rd Street,"New York, NY 10029",10029,District School,18,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,93%,98%,95%,96%,96%,8,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"January 22, 2015",4
05M030,05M030,P.S. 30 Hernandez/Hughes,144-176 East 128th Street,"New York, NY 10035",10035,District School,23,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,81%,99%,96%,97%,97%,16,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.9,3,6,4,7,4,4.7,3,2.5,3,4.4,3,6.3,4,59.8,3-Mar-15,3
05M036,05M036,P.S. 36 Margaret Douglas,123 Morningside Drive,"New York, NY 10027",10027,District School,53,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,73%,95%,83%,97%,92%,22,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"February 25, 2015",3
05M046,05M046,P.S. 46 Arthur Tappan,2987 Frederick Douglas Boulevard,"New York, NY 10039",10039,District School,47,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,74%,97%,90%,94%,95%,23,49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 9, 2015",3
05M092,05M092,P.S. 92 Mary Mcleod Bethune,222 West 134th Street,"New York, NY 10030",10030,District School,29,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,85%,98%,98%,100%,100%,14,58%,2015-16 School Year,6.9,4,6.7,4,4.9,3,2014-15 School Year,2.8,1,3.3,2,2.4,1,3.3,2,2,2,3.3,2,1.7,1,29.8,"March 29, 2016",3
05M123,05M123,P.S. 123 Mahalia Jackson,301 West 140th Street,"New York, NY 10030",10030,District School,34,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,76%,87%,89%,83%,97%,21,64%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.7,3,5.3,4,5.8,4,4,3,2.2,2,2.9,1,3,2,45.9,"March 11, 2016",3
05M125,05M125,P.S. 125 Ralph Bunche,425 West 123rd Street,"New York, NY 10027",10027,District School,38,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,94%,95%,99%,97%,99%,22,59%,2014-15 School Year,5.7,3,5.8,3,2.8,2,2015-16 School Year,4.5,3,6.3,4,6.8,4,4,3,2.5,3,4.1,3,5.3,4,57.5,"March 12, 2015",3
05M129,05M129,P.S. 129 John H. Finley,425 West 130th Street,"New York, NY 10027",10027,District School,45,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,83%,98%,90%,92%,98%,8,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.7,3,6.3,4,5.6,4,5.6,4,2.5,3,3.1,2,6,4,57.8,"December 10, 2014",2
05M133,05M133,P.S. 133 Fred R Moore,2121 5th Avenue,"New York, NY 10037",10037,District School,17,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,95%,100%,98%,100%,8,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"May 1, 2015",3
05M154,05M154,P.S. 154 Harriet Tubman,250 West 127th Street,"New York, NY 10027",10027,District School,31,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,85%,86%,89%,88%,91%,15,47%,2015-16 School Year,6.0,4,5.8,3,2.5,2,2014-15 School Year,2.1,1,2.3,1,1.6,1,2.4,1,1.3,1,2.8,1,1.7,1,21.2,11-May-15,3
05M175,05M175,P.S. 175 Henry H Garnet,175 West 134th Street,"New York, NY 10030",10030,District School,18,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,88%,94%,98%,93%,99%,12,71%,2015-16 School Year,6.3,4,6.2,4,2.5,2,2014-15 School Year,2.8,1,3,2,3,2,2.1,1,2.2,2,4.1,3,1.7,1,30.9,"March 26, 2015",3
05M194,05M194,P.S. 194 Countee Cullen,244 West 144th Street,"New York, NY 10030",10030,District School,16,8:20 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,49%,85%,11%,100%,54%,13,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.4,3,3.5,3,2.8,1,4,3,2.7,3,3.4,3,4.3,3,43.1,"May 3, 2016",2
05M197,05M197,P.S. 197 John B. Russwurm,2230 5th Avenue,"New York, NY 10037",10037,District School,36,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,85%,98%,99%,98%,99%,28,80%,2015-16 School Year,6.7,4,6.3,4,1.9,1,2014-15 School Year,4.2,3,5.3,4,3.6,3,5.5,4,2.7,3,4.3,3,3,2,50.6,"March 25, 2015",2
05M200,05M200,P.S. 200 - The James Mccune Smith School,2589 7th Avenue,"New York, NY 10039",10039,District School,37,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82%,93%,86%,93%,93%,31,94%,2015-16 School Year,6.8,4,6.5,4,2,2,2014-15 School Year,2.8,1,2.8,1,2.2,1,2.9,1,3,3,3.5,3,1.7,1,29.9,"April 29, 2015",2
05M517,05M517,Teachers College Community School,168 Morningside Avenue,"New York, NY 10027",10027,District School,18,8:25 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85%,95%,78%,91%,83%,12,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"May 26, 2016",2
06M004,06M004,P.S. 4 Duke Ellington,500 West 160th Street,"New York, NY 10032",10032,District School,18,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,100%,98%,93%,99%,12,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.6,3,5.5,4,6.2,4,5.8,4,1.8,2,4.9,3,1.7,1,51.5,"October 27, 2015",2
06M005,06M005,P.S. 5 Ellen Lurie,3703 Tenth Avenue,"New York, NY 10034",10034,District School,49,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,84%,99%,95%,96%,95%,18,41%,2014-15 School Year,6.0,4,5.4,3,2.4,2,2014-15 School Year,3.3,2,4.3,3,3.4,3,4.2,3,2.3,3,3.1,2,1.7,1,39.3,"January 23, 2015",3
06M008,06M008,P.S. 8 Luis Belliard,465 West 167th Street,"New York, NY 10032",10032,District School,44,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,100%,99%,97%,100%,33,73%,2015-16 School Year,7.0,4,6.0,4,1.9,1,2014-15 School Year,4.1,3,4.8,3,4.2,3,4.3,3,3.5,3,4.6,3,1.7,1,46.2,"December 4, 2015",4
06M028,06M028,P.S. 28 Wright Brothers,475 West 155th Street,"New York, NY 10032",10032,District School,36,8:30 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,94%,97%,89%,90%,96%,22,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"May 5, 2015",3
06M048,06M048,P.S. 48 P.O. Michael J. Buczek,4360-78 Broadway,"New York, NY 10033",10033,District School,36,8:05 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,78%,100%,96%,95%,100%,11,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.3,2,2.8,1,5.2,4,2.6,1,2,2,3.9,3,3.5,3,39.3,"January 21, 2016",4
06M098,06M098,P.S. 98 Shorac Kappock,512 West 212th Street,"New York, NY 10034",10034,District School,83,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Outdoor (onsite) playspace,,66%,95%,96%,95%,96%,39,48%,2015-16 School Year,6.1,4,6.1,4,3.3,3,2014-15 School Year,4.4,3,5.5,4,5.8,4,4.4,3,2.7,3,4.4,3,3.7,3,53.9,"February 3, 2015",3
06M115,06M115,P.S. 115 Alexander Humboldt,586 West 177th Street,"New York, NY 10033",10033,District School,36,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,89%,95%,99%,93%,95%,17,49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.2,3,5,4,6.6,4,4.4,3,1.3,1,4.3,3,4.3,3,51.1,"May 7, 2015",3
06M128,06M128,P.S. 128 Audubon,560 West 169th Street,"New York, NY 10032",10032,District School,89,8:25 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),86%,97%,96%,94%,97%,41,48%,2014-15 School Year,6.2,4,6.0,4,3.5,3,2015-16 School Year,4.4,3,6,4,5,4,4.5,3,2.3,3,3.9,3,5.5,4,55.6,9-Feb-15,4
06M152,06M152,P.S. 152 Dyckman Valley,93 Nagle Avenue,"New York, NY 10040",10040,District School,66,8:30 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,83%,99%,96%,91%,97%,35,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,2.7,1,4.5,3,2.2,1,3.3,2,1.7,2,2.6,1,1.7,1,29.7,"November 19, 2015",3
06M153,06M153,P.S. 153 Adam Clayton Powell,1750 Amsterdam Avenue,"New York, NY 10031",10031,District School,54,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85%,96%,95%,97%,94%,47,98%,2015-16 School Year,6.6,4,6.1,4,1.6,1,2014-15 School Year,4.1,3,5.3,4,6,4,4.1,3,2.3,3,3.9,3,3.7,3,52.4,"March 16, 2015",4
06M173,06M173,P.S. 173,306 Fort Washington Avenue,"New York, NY 10033",10033,District School,68,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,86%,93%,91%,91%,94%,36,56%,2014-15 School Year,5.8,3,6.1,4,2.7,2,2014-15 School Year,3.8,3,4.8,3,5.4,4,4.3,3,2,2,3.8,3,1.7,1,44.8,15-Jan-15,4
06M189,06M189,P.S. 189,2580 Amsterdam Avenue,"New York, NY 10040",10040,District School,72,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82%,96%,95%,96%,99%,30,46%,2014-15 School Year,6.1,4,6.0,4,2.8,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"December 11, 2014",3
06M192,06M192,P.S. 192 Jacob H. Schiff,500 West 138th Street,"New York, NY 10031",10031,District School,37,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,69%,95%,85%,94%,90%,22,65%,2015-16 School Year,6.5,4,5.6,3,1.5,1,2014-15 School Year,4.6,3,5.8,4,6,4,4.7,3,2.8,3,4.3,3,5,4,57.2,"November 20, 2014",2
06M210,06M210,P.S./I.S. 210 - Twenty-First Century Academy for Community Leadership,501-503 West 152nd Street,"New York, NY 10031",10031,District School,16,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),88%,97%,97%,99%,100%,14,82%,2014-15 School Year,5.7,3,5.6,3,4.4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,31-Mar-15,3
06M325,06M325,P.S. 325,500 West 138th Street,"New York, NY 10031",10031,District School,18,8:05 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,76%,N/A,N/A,N/A,N/A,4,22%,2015-16 School Year,4.8,2,3.9,2,2,2,2014-15 School Year,4,3,5,4,5.6,4,4.6,3,2.8,3,3,2,3.3,2,49.3,"May 5, 2015",3
06M348,06M348,Washington Heights Expeditionary Learning School,511 West 182Nd Street,"New York, NY 10033",10033,District School,31,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,Dual Language (Spanish),77%,100%,100%,97%,100%,9,30%,2015-16 School Year,6.7,4,6.8,4,4,3,2014-15 School Year,4,3,5.8,4,6.2,4,4.1,3,2,2,3.6,3,2.7,1,48.4,"March 18, 2015",4
06M366,06M366,Washington Heights Academy,202 Sherman Ave,"New York, NY 10034",10034,District School,53,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,83%,99%,92%,95%,98%,37,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.9,3,5,4,5.8,4,4.8,3,4.5,4,4.8,3,4.5,3,58.3,"December 18, 2014",4
06M513,06M513,Castle Bridge School,560 West 169 Street,"New York, NY 10032",10032,District School,18,8:40 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,98%,N/A,N/A,N/A,N/A,1,6%,2015-16 School Year,6.8,4,7.0,4,4.3,3,2013-14 School Year,2.9,1,3,2,3.2,2,3.1,2,2,2,2.9,1,3.3,2,32.4,"March 13, 2015",4
07X001,07X001,P.S. 1 Courtlandt School,335 East 152nd Street,"Bronx, NY 10451",10451,District School,34,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,73%,91%,92%,91%,92%,27,82%,2015-16 School Year,6.8,4,6.7,4,3.6,3,2014-15 School Year,3.3,2,4.8,3,3.2,2,4,3,2.7,3,3.1,2,1.5,1,38.6,"April 28, 2015",3
07X005,07X005,P.S. 5 Port Morris,564 Jackson Avenue,"Bronx, NY 10455",10455,District School,33,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,81%,90%,88%,82%,88%,13,45%,2015-16 School Year,6.5,4,6.0,4,3.1,2,2014-15 School Year,3.9,3,5.8,4,5.6,4,3.5,3,2.3,3,3.5,3,3.7,3,51.3,"May 13, 2016",3
