"","X.zip.","X.ems.","lon","lat"
"408","10475","Pelham Gardens Middle School",-73.829867,40.863334
"409","10462","Linden Tree Elementary School",-73.8534378,40.8381423
"410","10460","P.S. 006 West Farms",-73.8821899,40.8406052
"411","10457","P.S. 044 David C. Farragut",-73.89086,40.8424997
"412","10472","P.S. 047 John Randolph",-73.8669819,40.8325249
"413","10457","P.S. 057 Crescent",-73.8888478,40.848681
"414","10460","P.S. 061 Francisco Oller",-73.8927927,40.8364786
"415","10460","P.S. 066 School of Higher Expectations",-73.88661,40.8313111
"416","10460","P.S. 067 Mohegan School",-73.884521,40.8439944
"417","10457","P.S. 092 Bronx",-73.8893226,40.8463352
"418","10460","J.H.S. 098 Herman Ridder",-73.8907414,40.8363157
"419","10460","M.S. 129 Academy for Independent Learning and Lead",-73.8864348,40.845821
"420","10459","P.S. 134 George F. Bristow",-73.8946631,40.8314397
"421","10459","P.S. 150 Charles James Fox",-73.8942729,40.8261982
"422","10460","E.S.M.T- I.S. 190",-73.8928045,40.8364929
"423","10472","P.S. 195",-73.8774112,40.8307394
"424","11375","P.S. 196",-73.8377256,40.722976
"425","10457","P.S. 211",-73.8900717,40.8436717
"426","11372","P.S. 212",-73.8846958,40.7530863
"427","10460","P.S. 214",-73.8802666,40.8391705
"428","74135","School of Performing Arts",-95.938818,36.0877894
"429","10472","Mott Hall V",-73.8773576,40.8321858
"430","10456","Bronx Latin",-73.9004224,40.8276602
"431","10460","East Bronx Academy for the Future",-73.8877059,40.8367822
"432","10457","Frederick Douglass Academy V. Middle School",-73.8889123,40.8487109
"433","10460","Fannie Lou Hamer Middle School",-73.885602,40.8310478
"434","10460","The School of Science and Applied Learning",-73.8871784,40.8458848
"435","10460","Fairmont Neighborhood School",-73.8870953,40.8342454
"436","10460","Kappa III",-73.8864943,40.8458529
"437","10457","I.S. X318 Math, Science & Technology Through Arts",-73.8900116,40.8437061
"438","10459","Accion Academy",-73.8940382,40.8220835
"439","10460","Urban Assembly School for Wildlife Conservation",-73.8844851,40.8439832
"440","10460","Emolior Academy",-73.8796707,40.839318
"441","10459","Entrada Academy",-73.8940382,40.8220835
"442","10456","Urban Scholars Community School",-73.9004516,40.8287148
"443","14533","Archer Elementary School",-82.5225874,29.5201505
"444","10460","P.S. 536",-73.8661009,40.8381698
"445","10460","Bronx Little School",-73.8659284,40.8382064
"446","11216","P.S. 003 The Bedford Village",-73.955396,40.6824104
"447","11201","P.S. 008 Robert Fulton",-73.9929319,40.7007522
"448","11238","P.S. 009 Teunis G. Bergen",-73.9657236,40.6782083
"449","11238","P.S. 011 Purvis J. Behan",-73.9661003,40.685363
"450","11205","P.S. 020 Clinton Hill",-73.9710712,40.6910824
"451","11221","P.S. 044 Marcus Garvey",-73.9413959,40.6862237
"452","11205","P.S. 046 Edward C. Blum",-73.9716268,40.6944248
"453","11205","P.S. 054 Samuel C. Barnes",-73.9526679,40.6926238
"454","11238","P.S. 056 Lewis H. Latimer",-73.9604775,40.6850793
"455","11205","P.S. 067 Charles A. Dorsey",-73.977811,40.6950519
"456","11216","P.S. 093 William H. Prescott",-73.9465538,40.6789034
"457","11205","M.S. 113 Ronald Edmonds Learning Center",-73.9710924,40.6883885
"458","11217","P.S. 133 William A. Butler",-73.9806613,40.6801162
"459","11216","P.S. 256 Benjamin Banneker",-73.9501796,40.6906271
"460","11205","Dr. Susan S. McKinney Secondary School of the Arts",-73.9759851,40.6969046
"461","11217","M.S. K266 - Park Place Community Middle School",-73.976291,40.6786944
"462","11205","P.S. 270 Johann DeKalb",-73.9611647,40.6896647
"463","11217","P.S. 282 Park Slope",-73.9777278,40.6765759
"464","11201","P.S. 287 Bailey K. Ashford",-73.9807298,40.6978575
"465","11216","Satellite East Middle School",-73.9449828,40.6859941
"466","11216","P.S. 305 Dr. Peter Ray",-73.9451785,40.6858175
"467","11201","P.S. 307 Daniel Hale Williams",-73.9817679,40.7015003
"468","11201","Dock Street School for STEAM Studies",-73.9924681,40.7031241
"469","11238","The Urban Assembly Unison School",-73.9606359,40.6847572
"470","10032","Academy of Arts and Letters",-73.9473834,40.8336901
"471","11201","Urban Assembly Institute of Math and Science for Y",-73.9885265,40.6946487
"472","11205","Fort Greene Preparatory Academy",-73.9716268,40.6944248
"473","11211","P.S. 016 Leonard Dunkly",-73.962002,40.7058422
"474","11211","P.S. 017 Henry D. Woodworth",-73.9569914,40.7152099
"475","11211","P.S. 018 Edward Bush",-73.9470377,40.7107336
"476","11206","P.S. 023 Carter G. Woodson",-73.9474627,40.6941963
"477","11222","P.S. 031 Samuel F. Dupont",-73.9540074,40.726795
"478","11222","P.S. 034 Oliver H. Perry",-73.9498727,40.7263729
"479","11211","J.H.S. 050 John D. Wells",-73.9602371,40.7117916
"480","11206","P.S. 059 William Floyd",-73.9433642,40.6978181
"481","11206","Juan Morel Campos Secondary School",-73.9531909,40.7043785
"482","11249","P.S. 084 Jose De Diego",-73.9634611,40.7149125
"483","11222","P.S. 110 The Monitor",-73.9418971,40.7236099
"484","11206","P.S. 120 Carlos Tapia",-73.9377574,40.7005875
"485","11222","John Ericsson Middle School 126",-73.9478302,40.7197571
"486","11211","P.S. 132 The Conselyea School",-73.9458556,40.7148039
"487","11206","P.S. 147 Isaac Remsen",-73.9390826,40.705038
"488","11205","P.S./I.S. 157 The Benjamin Franklin Health & Scien",-73.9597709,40.6953946
"489","11206","P.S. 196 Ten Eyck",-73.9398107,40.7087732
"490","11206","P.S. 250 George H. Lindsay",-73.9450407,40.7069344
"491","11206","P.S. 257 John F. Hylan",-73.941442,40.7026364
"492","11206","P.S. 297 Abraham Stockton",-73.9477687,40.6974407
"493","11206","I.S. 318 Eugenio Maria De Hostos",-73.94827,40.7030338
"494","11206","P.S. 380 John Wayne Elementary",-73.9534677,40.7020826
"495","11211","Brooklyn Arbor Elementary School",-73.9547643,40.7098922
"496","11211","Conselyea Preparatory School",-73.9569941,40.715305
"497","11206","M.S. 582",-73.9397033,40.7087753
"498","11206","Lyons Community School",-73.9445188,40.7097646
"499","11206","Young Women's Leadership School of Brooklyn",-73.9388221,40.7049818
"500","11220","P.S. 001 The Bergen",-74.0112375,40.6486563
"501","11215","Magnet School of Math, Science and Design Technolo",-73.9863597,40.660999
"502","11231","P.S. 015 Patrick F. Daly",-74.0115324,40.6771879
"503","11232","P.S. 024",-74.0047157,40.652804
"504","11201","P.S. 029 John M. Harrigan",-73.9978474,40.6869221
"505","11231","P.S. 032 Samuel Mills Sprole",-73.991826,40.6803551
"506","11217","P.S. 038 The Pacific",-73.9829111,40.6850338
"507","11215","P.S. 039 Henry Bristow",-73.9829124,40.6686657
"508","11215","M.S. 51 William Alexander",-73.984251,40.6719863
"509","11231","P.S. 058 The Carroll",-73.9956274,40.6804389
"510","11215","J.H.S. 088 Peter Rouget",-73.9885115,40.6606685
"511","11220","P.S. 094 The Henry Longfellow",-74.0086842,40.6436445
"512","11215","P.S. 107 John W. Kimball",-73.9810883,40.6630204
"513","11215","The Maurice Sendak Community School",-73.9877523,40.6709087
"514","11215","P.S. 124 Silas B. Dutcher",-73.9906703,40.6674684
"515","11218","P.S. 130 The Parkside",-73.9758478,40.648959
"516","11219","P.S. 131 Brooklyn",-73.9933453,40.640773
"517","11232","I.S. 136 Charles O. Dewey",-74.007305,40.6519847
"518","11231","The Brooklyn New School, P.S. 146",-74.0019426,40.6794323
"519","11215","The Windsor Terrace School",-73.9763123,40.6570157
"520","11232","P.S. 169 Sunset Park",-74.0017111,40.6458435
"521","11232","P.S. 172 Beacon School of Excellence",-74.0001737,40.6576441
"522","11218","P.S. 230 Doris L. Cohen",-73.9802923,40.6453183
"523","11201","P.S. 261 Philip Livingston",-73.9882648,40.6873589
"524","11215","P.S. 295",-73.9890264,40.6609886
"525","11215","P.S. 321 William Penn",-73.9780711,40.6715682
"526","30309","The Children's School",-84.3759642,33.7815117
"527","11215","M.S. 442 Carroll Gardens School for Innovation",-73.98315,40.6566115
"528","11215","New Voices School of Academic & Creative Arts",-73.9890264,40.6609887
"529",NA,"The Math & Science Exploratory School",-79.399337,43.7131349
"530","11231","Brooklyn Secondary School for Collaborative Studie",-74.0019427,40.6794323
"531","11215","Park Slope Collegiate",-73.9788092,40.6694296
"532","11201","The Boerum Hill School for International Studies",-73.9937004,40.6849801
"533","11232","Sunset Park Avenues Elementary School",-74.0086993,40.6507728
"534","11231","Red Hook Neighborhood School",-74.0049254,40.677865
"535","11232","Sunset Park Prep",-74.0073816,40.6520669
"536","11218","M.S. 839",-73.9730849,40.6479376
"537","11233","P.S. 005 Dr. Ronald Mcnair",-73.9223832,40.6854939
"538","11233","P.S. 021 Crispus Attucks",-73.9262024,40.6804739
"539","11221","P.S. 025 Eubie Blake School",-73.9407569,40.6917243
"540","11221","P.S. 026 Jesse Owens",-73.9310583,40.6919756
"541","11233","P.S. 028 The Warren Prep Academy",-73.9214329,40.6801961
"542","11233","M.S. 035 Stephen Decatur",-73.9350325,40.6818416
"543","11233","P.S. 040 George W. Carver",-73.921979,40.680139
"544","11221","J.H.S. 057 Whitelaw Reid",-73.9336376,40.6915694
"545","11221","P.S. 081 Thaddeus Stevens",-73.9348655,40.6928436
"546","11213","P.S. 243K- The Weeksville School",-73.9349611,40.6758036
"547","11233","P.S. 262 El Hajj Malik El Shabazz Elementary Schoo",-73.9299591,40.6830549
"548","11221","M.S. 267 Math, Science & Technology",-73.9324012,40.6879512
"549","11221","P.S. 308 Clara Cardwell",-73.9352955,40.6884471
"550","11221","P.S. 309 The George E. Wibecan Preparatory Academy",-73.9241079,40.6883298
"551","11213","P.S. 335 Granville T. Woods",-73.9283126,40.6744514
"552","11206","Brighter Choice Community School",-73.9404589,40.6940135
"553","11233","Brooklyn Brownstone School",-73.935034,40.681849
"554","11221","Madiba Prep Middle School",-73.9310471,40.6919541
"555","11226","Parkside Preparatory Academy",-73.9514618,40.6563887
"556","11226","Norma Adams Clemons Academy",-73.9561961,40.6490449
"557","11233","Dr. Jacqueline Peek-Davis School",-73.919862,40.6730157
"558","11225","M.S. 061 Dr. Gladstone H. Atwell",-73.9488458,40.6637725
"559","11203","P.S. 091 The Albany Avenue School",-73.9402252,40.6617755
"560","11226","P.S. 092 Adrian Hegeman",-73.9537894,40.6562316
"561","11216","P.S. 138 Brooklyn",-73.9515132,40.6737779
"562","11225","P.S. 161 The Crown",-73.9492438,40.6658671
"563","11203","P.S. 181 Brooklyn",-73.9459934,40.6480961
"564","11212","P.S. 189 The Bilingual Center",-73.9256806,40.6654464
"565","11233","P.S. 191 Paul Robeson",-73.9238618,40.671875
"566","11213","P.S. 221 Toussaint L'Ouverture",-73.9359055,40.6638527
"567","11225","P.S. 241 Emma L. Johnston",-73.9606961,40.6689485
"568","11226","M.S. 246 Walt Whitman",-73.9532221,40.6481351
"569","11226","P.S. 249 The Caton",-73.9661985,40.6497618
"570","11213","P.S. 289 George V. Brower",-73.9426236,40.6746387
"571","11238","P.S. 316 Elijah Stroud",-73.9607013,40.6745307
"572","11238","I.S. 340",-73.9697621,40.6761683
"573","11225","Ebbets Field Middle School",-73.9595858,40.6648721
"574","11238","Elijah Stroud Middle School",-73.9609174,40.6745299
"575","11213","The School of Integrated Learning",-73.9372587,40.6725794
"576","11225","P.S. 375 Jackie Robinson School",-73.959403,40.664753
"577","11226","Academy for College Preparation and Career Explora",-73.9581617,40.6494997
"578","11213","M.S. K394",-73.9289299,40.672706
"579","11203","P.S. 397 Foster-Laurie",-73.9464218,40.6587283
"580","11212","P.S. 398 Walter Weaver",-73.9279874,40.6640272
"581","11226","P.S. 399 Stanley Eugene Clark",-73.9520157,40.6482241
"582","11233","Ronald Edmonds Learning Center II",-73.9200419,40.6730256
"583","11203","School for Human Rights, The",-73.943838,40.658665
"584","11213","New Bridges Elementary",-73.9343699,40.6694498
"585","11226","Science, Technology and Research Early College Hig",-73.9571733,40.6495006
"586","11225","Medgar Evers College Preparatory School",-73.9509148,40.6670605
"587","11238","Brooklyn Arts and Science Elementary School",-73.9599048,40.6770106
"588","29718","New Heights Middle School",-80.392507,34.6942548
"589","11212","P.S. 770 New American Academy",-73.9278817,40.6639796
"590","11236","P.S. 66",-73.9068507,40.6486462
"591","11236","I.S. 068 Isaac Bildersee",-73.9107543,40.6351788
"592","11236","P.S. 114 Ryder Elementary",-73.9077973,40.6426899
"593","11236","P.S. 115 Daniel Mucatel School",-73.8977931,40.6351142
"594","11203","P.S. 135 Sheldon A. Brookner",-73.9329501,40.6531894
"595","11203","P.S. 208 Elsa Ebeling",-73.9308918,40.6425607
"596","11236","I.S. 211 John Wilson",-73.8960857,40.643335
"597","11212","P.S. 219 Kennedy-King",-73.9226256,40.659144
"598","11236","P.S. 233 Langston Hughes",-73.9140211,40.6514078
"599","11203","P.S. 235 Janice Marie Knight School",-73.9406891,40.6550319
"600","11203","P.S. 244 Richard R. Green",-73.9254652,40.6479192
"601","11203","P.S. 268 Emma Lazarus",-73.9277575,40.6573056
"602","11236","P.S. 272 Curtis Estabrook",-73.8860126,40.6359253
"603","11236","P.S. 276 Louis Marshall",-73.907985,40.6336906
"604","11236","P.S. 279 Herman Schreiber",-73.892022,40.6438304
"605","11203","I.S. 285 Meyer Levin",-73.9207359,40.647452
"606","11236","The Science And Medicine Middle School",-73.891766,40.6474167
"607","11203","East Flatbush Community Research School",-73.9286824,40.6586846
"608","11212","Middle School for Art and Philosophy",-73.920356,40.6579156
"609","11203","Middle School of Marketing and Legal Studies",-73.9286824,40.6586846
"610","11203","Brooklyn Science and Engineering Academy",-73.9254766,40.6482463
"611","11208","P.S. 007 Abraham Lincoln",-73.8731539,40.6894135
"612","11207","P.S. 013 Roberto Clemente",-73.893597,40.6637454
"613","11208","P.S. 065",-73.8784075,40.6870357
"614","11207","P.S. 089 Cypress Hills",-73.8866726,40.677592
"615","11208","P.S. 108 Sal Abbracciamento",-73.884339,40.681275
"616","11207","P.S. 149 Danny Kaye",-73.8927947,40.6694368
"617","11207","P.S. 158 Warwick",-73.8852802,40.6725591
"618","11208","P.S. 159 Isaac Pitkin",-73.8696438,40.6759848
"619","11208","I.S. 171 Abraham Lincoln",-73.869429,40.685841
"620","11207","P.S. 190 Sheffield",-73.894749,40.662265
"621","11208","P.S. 202 Ernest S. Jenkyns",-73.8764047,40.6662563
"622","11207","P.S. 213 New Lots",-73.8904059,40.6602242
"623","11208","P.S. 214 Michael Friedsam",-73.8630617,40.6763238
"624","11208","J.H.S. 218 James P. Sinnott",-73.8743905,40.6705278
"625","11208","P.S. 224 Hale A. Woodruff",-73.8658182,40.664739
"626","11207","P.S. 273 Wortman",-73.8792113,40.6582897
"627","11207","P.S. 290 Juan Morel Campos",-73.8894779,40.6781495
"628","11207","J.H.S. 292 Margaret S. Douglas",-73.8932678,40.6716573
"629","11207","P.S. 306 Ethan Allen",-73.8862619,40.6551
"630","11208","The Fresh Creek School",-73.8943705,40.6541471
"631","11207","P.S. 328 Phyllis Wheatley",-73.8982518,40.6677912
"632","11208","P.S. 345 Patrolman Robert Bolden",-73.8800382,40.6762589
"633","11239","P.S. 346 Abe Stark",-73.8818498,40.6467533
"634","11239","I.S. 364 Gateway",-73.8811703,40.6464864
"635","11239","Academy for Young Writers",-73.8742909,40.6573372
"636","11207","East New York Family Academy",-73.8960768,40.6738372
"637","11239","Spring Creek Community School",-73.8741377,40.6573003
"638","11239","Frederick Douglass Academy VIII Middle School",-73.8818498,40.6467533
"639","11207","Brooklyn Gardens Elementary School",-73.897709,40.6655661
"640","11207","Van Siclen Community Middle School",-73.8854439,40.6597024
"641","73160","Vista Academy",-97.4840214,35.334192
"642","11208","Liberty Avenue Middle School",-73.883872,40.6768261
"643","11207","School of the Future Brooklyn",-73.8976405,40.6655567
"644","11208","East New York Elementary School of Excellence",-73.8791876,40.6695701
"645","11208","East New York Middle School of Excellence",-73.8791876,40.6695701
"646","11208","Highland Park Community School",-73.869429,40.685841
"647","11209","P.S./I.S. 30 Mary White Ovington",-74.0242775,40.6335649
"648","11204","P.S. 048 Mapleton",-73.9873065,40.6215569
"649","11218","J.H.S. 062 Ditmas",-73.9712198,40.6381892
"650","11220","P.S. 69 Vincent D. Grippo School",-74.0097225,40.6325473
"651","11209","P.S. 102 The Bayview",-74.0288313,40.6340614
"652","11209","P.S./I.S. 104 The Fort Hamilton School",-74.0284619,40.618037
"653","11219","P.S. 105 The Blythebourne",-74.0035675,40.6332028
"654","11228","P.S. 112 Lefferts Park",-74.0005749,40.6194074
"655","11228","P.S. 127 Mckinley Park",-74.0186655,40.6237926
"656","11219","P.S. 160 William T. Sampson",-73.999028,40.636927
"657","11214","P.S. 163 Bath Beach",-74.0076122,40.6065941
"658",NA,"P.S. 164 Caesar Rodney",NA,NA
"659","11209","Ralph A. Fabrizio School",-74.0188246,40.6304279
"660","11219","P.S. 176 Ovington",-74.0053373,40.6247178
"661","11218","P.S. 179 Kensington",-73.9773047,40.6402852
"662","11204","The SEEALL Academy",-73.989612,40.6266652
"663","11209","P.S. 185 Walter Kassenbrock",-74.0335467,40.6235788
"664","11214","P.S. 186 Dr. Irving A Gladstone",-73.9945425,40.6111438
"665","11219","The Christa McAuliffe School\I.S. 187",-74.0040033,40.6278465
"666","11204","P.S. 192 - The Magnet School for Math and Science",-73.9798167,40.6290125
"667","11214","P.S. 200 Benson School",-74.0017185,40.6030332
"668","11228","J.H.S. 201 The Dyker Heights",-74.0131655,40.6186835
"669","11228","P.S. 204 Vince Lombardi",-74.0065864,40.6137673
"670","11204","P.S. 205 Clarion",-73.9870673,40.6149496
"671","11220","J.H.S. 220 John J. Pershing",-74.0008263,40.6407926
"672","11219","J.H.S. 223 The Montauk",-73.9818332,40.6348951
"673","11204","J.H.S. 227 Edward B. Shallow",-73.9955288,40.6218446
"674","11228","P.S. 229 Dyker",-74.0131655,40.6105585
"675","11204","P.S. 247 Brooklyn",-73.9871382,40.6122088
"676","11228","J.H.S. 259 William Mckinley",-74.0147263,40.626332
"677","11209","P.S. 264 Bay Ridge Elementary School For The Arts",-74.0295879,40.6210203
"678","11219","The School For Future Leaders",-74.0075889,40.6321599
"679","11220","P.S. 503: The School of Discovery",-74.019313,40.641937
"680","11220","P.S. 506: The School of Journalism & Technology",-74.0193245,40.6419175
"681","11219","Urban Assembly School for Criminal Justice",-73.9824061,40.634902
"682","11204","The Academy of Talented Scholars",-73.9868516,40.6070076
"683","11204","Brooklyn School of Inquiry",-73.9868516,40.6070076
"684","11214","P.S. 748 Brooklyn School for Global Scholars",-74.0073269,40.6069424
"685","11220","School of Math, Science, and Healthy Living",-74.0201953,40.6394803
"686","11224","P.S. 90 Edna Cohen School",-73.979823,40.5781022
"687","11223","P.S. 095 The Gravesend",-73.9747677,40.5960982
"688","11204","I.S. 096 Seth Low",-73.9846897,40.6077537
"689","11223","P.S. 97 The Highlawn",-73.9857078,40.6011147
"690","11235","I.S. 98 Bay Academy",-73.9537729,40.5833558
"691","11230","P.S. 099 Isaac Asimov",-73.9656992,40.6214841
"692","11224","P.S. 100 The Coney Island School",-73.970791,40.577556
"693","11214","P.S. 101 The Verrazano",-73.9917894,40.5976955
"694","11204","P.S. 121 Nelson A. Rockefeller",-73.9787883,40.6228902
"695","11214","P.S. 128 Bensonhurst",-73.995071,40.60496
"696","11229","P.S. 153 Homecrest",-73.9600314,40.6011737
"697","11204","P.S. 177 The Marlboro",-73.9744123,40.6084307
"698","11224","P.S. 188 Michael E. Berdy",-74.0004851,40.5767619
"699","11230","P.S. 199 Frederick Wachtel",-73.963146,40.6165327
"700","11235","P.S. 209 Margaret Mead",-73.9619541,40.5866587
"701","11214","P.S. 212 Lady Deborah Moody",-73.985688,40.5874235
"702","11223","P.S. 215 Morris H. Weiss",-73.969885,40.6023264
"703","11223","P.S. 216 Arturo Toscanini",-73.9697217,40.5903571
"704","11235","P.S. K225 - The Eileen E. Zaglin",-73.9562996,40.5799376
"705","11204","P.S. 226 Alfred De B.Mason",-73.9770226,40.6152494
"706","11223","I.S. 228 David A. Boody",-73.9768384,40.6010472
"707","11223","P.S. 238 Anne Sullivan",-73.9647478,40.6086588
"708","11224","Mark Twain I.S. 239 for the Gifted & Talented",-73.9928364,40.5783495
"709","11235","P.S. 253",-73.9618733,40.5798346
"710","11214","I.S. 281 Joseph B Cavallaro",-73.9940319,40.5944895
"711","11224","P.S. 288 The Shirley Tanyhill",-73.9924608,40.5742244
"712","11224","I.S. 303 Herbert S. Eisenberg",-73.972017,40.5824511
"713","11224","P.S. 329 Surfside",-73.9961388,40.5746803
"714","11214","Kingsborough Early College School",-73.9861661,40.5936334
"715","11214","Brooklyn Studio Secondary School",-73.9947464,40.6048465
"716","11235","J.H.S. 014 Shell Bank",-73.9379153,40.5934382
"717","11235","P.S. 052 Sheepshead Bay",-73.9400824,40.5877596
"718","11234","J.H.S. 078 Roy H. Mann",-73.9128218,40.6208394
"719","11203","P.S. 109",-73.9331489,40.6360037
"720","11210","P.S. 119 Amersfort",-73.9389788,40.6259787
"721","11218","P.S. K134",-73.9732076,40.6322561
"722","11226","P.S. 139 Alexine A. Fenty",-73.9656808,40.6415901
"723","74126","School of Science & Technology",-95.97486,36.2251805
"724","11210","P.S. 193 Gil Hodges",-73.9503109,40.621905
"725","11229","P.S. 194 Raoul Wallenberg",-73.9338696,40.5973303
"726","11235","P.S. 195 Manhattan Beach",-73.9438442,40.5803182
"727","11210","P.S. 197 - The Kings Highway Academy",-73.9515546,40.6125713
"728","11203","P.S. 198 Brooklyn",-73.936947,40.6374944
"729","11234","P.S. 203 Floyd Bennett School",-73.9254137,40.6218603
"730","11229","P.S. 206 Joseph F Lamb",-73.9484272,40.5972728
"731","11234","P.S. 207 Elizabeth G. Leary",-73.9301376,40.613668
"732","11230","P.S. 217 Colonel David Marcus School",-73.9662743,40.6336542
"733","11234","P.S. 222 Katherine R. Snyder",-73.9388107,40.613732
"734","11229","J.H.S. 234 Arthur W. Cunningham",-73.9552911,40.604425
"735","11234","P.S. 236 Mill Basin",-73.9126625,40.6158515
"736","11210","Andries Hudde",-73.9464965,40.6238696
"737","11226","P.S. 245",-73.962837,40.6448375
"738","11234","P.S. 251 Paerdegat",-73.9238484,40.6312727
"739","11235","P.S. 254 Dag Hammarskjold",-73.9513841,40.5909368
"740","11229","P.S. 255 Barbara Reing School",-73.9559171,40.6043605
"741","11210","P.S. 269 Nostrand",-73.947676,40.637666
"742","11229","P.S. 277 Gerritsen Beach",-73.9279653,40.5958731
"743","11229","J.H.S. 278 Marine Park",-73.9386727,40.6064253
"744","11234","P.S. 312 Bergen Beach",-73.9087894,40.6217941
"745","11210","P.S. K315",-73.9542987,40.6325873
"746","11210","I. S. 381",-73.9467959,40.6238029
"747","11218","M.S. 890",-73.9711799,40.6446194
"748","11212","P.S. 041 Francis White",-73.9068734,40.660182
"749","11233","P.S./I.S. 137 Rachel Jean Mitchell",-73.9166957,40.6822466
"750","11212","P.S. 150 Christopher",-73.9051131,40.6686541
"751","11233","P.S./ I.S. 155 Nicholas Herkimer",-73.9085698,40.6776195
"752","11212","P.S. 156 Waverly",-73.9179986,40.6654569
"753","11212","P.S. 165 Ida Posner",-73.91089,40.6571995
"754","11233","P.S. 178 Saint Clair Mckelway",-73.9153064,40.6752336
"755","11212","P.S. 184 Newport",-73.9049702,40.6602262
"756","11212","The Gregory Jocko Jackson School of Sports, Art, a",-73.9075529,40.6669333
"757","11212","P.S. 298 Dr. Betty Shabazz",-73.907945,40.6706704
"758","11212","P.S./I.S. 323",-73.9110788,40.6666134
"759","11212","P.S. 327 Dr. Rose B. English",-73.9120378,40.6682057
"760","11212","Brownsville Collaborative Middle School",-73.9076679,40.6709811
"761","11212","I.S. 392",-73.9180681,40.6654603
"762","11212","Christopher Avenue Community School",-73.9056876,40.6722701
"763","11212","Riverdale Avenue Community School",-73.9135232,40.659983
"764","11212","Kappa V (Knowledge and Power Preparatory Academy)",-73.9067816,40.6557475
"765","11233","Mott Hall IV",-73.915842,40.6779834
"766","11233","Brooklyn Landmark Elementary School",-73.9106967,40.6805707
"767","11233","Eagle Academy for Young Men II",-73.915842,40.6779834
"768","11233","Brooklyn Environmental Exploration School (BEES)",-73.910773,40.680405
"769","11212","Riverdale Avenue Middle School",-73.9136157,40.6599698
"770","11212","Mott Hall Bridges Academy",-73.9110895,40.666317
"771","11212","Teachers Preparatory High School",-73.9119789,40.6655123
"772","11373","I.S. 5 - The Walter Crowley Intermediate School",-73.8877351,40.7374605
"773","11377","P.S. 012 James B. Colgate",-73.8927726,40.7423619
"774","11373","P.S. 013 Clement C. Moore",-73.8679,40.7373286
"775","11368","P.S. 014 Fairview",-73.8543016,40.7409175
"776","11368","P.S. Q016 The Nancy DeBenedittis School",-73.8605558,40.749081
"777","11368","P.S. 019 Marino Jeantet",-73.8669419,40.7489304
"778","11379","P.S. 049 Dorothy Bonawit Kole",-73.8750342,40.7195174
"779","11378","P.S. 58 - The School of Heroes",-73.890603,40.72851
"780","11368","I.S. 061 Leonardo Da Vinci",-73.8626164,40.7425932
"781","11385","P.S. 068 Cambridge",-73.8973882,40.6968584
"782","11385","P.S. 071 Forest",-73.9043918,40.7114923
"783","11378","I.S. 73 - The Frank Sansivieri Intermediate School",-73.8932957,40.7285961
"784","11385","I.S. 077",-73.9020567,40.6991348
"785","11385","P.S. 81Q Jean Paul Richter",-73.9121318,40.7036759
"786","11379","P.S./I.S. 087 Middle Village",-73.871558,40.7115416
"787","11385","P.S. 088 Seneca",-73.8964732,40.7040438
"788","11373","P.S. 089 Elmhurst",-73.8796229,40.745942
"789","11385","P.S. 091 Richard Arkwright",-73.884159,40.7035971
"790","11385","I.S. 093 Ridgewood",-73.9028273,40.7058554
"791","11209","P.S. 102 Bayview",-74.0288313,40.6340614
"792","11222","P.S. 110",-73.9418971,40.7236099
"793","11385","P.S./I.S. 113 Anthony J. Pranzo",-73.8618268,40.7055884
"794","11385","I.S. 119 The Glendale",-73.875033,40.705198
"795","11377","I.S. 125 Thom J. McCann Woodside",-73.9186741,40.7408445
"796","11379","P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",-73.8862676,40.7149581
"797","11368","P.S. 143 Louis Armstrong",-73.8556927,40.7555062
"798","11378","P.S. 153 Maspeth Elem",-73.9042458,40.7161348
"799","11104","P.S. 199 Maurice A. Fitzgerald",-73.9262535,40.7395501
"800","72712","Elm Tree Elementary School",-94.2499267,36.3721548
"801","11377","P.S. 229 Emanuel Kaplan",-73.897257,40.7344846
"802","11385","P.S. 239",-73.903833,40.69943
"803",NA,"A.C.E. Academy for Scholars at the Geraldine Ferra",NA,NA
"804","11385","Learners and Leaders",-73.914959,40.706955
"805","07470","Pioneer Academy",-74.2334349,40.9135579
"806","11368","Corona Arts & Sciences Academy",-73.8650938,40.7459311
"807","11368","P.S. 330",-73.8589517,40.7576723
"808","11101","Robert F. Wagner, Jr. Secondary School for Arts an",-73.9369395,40.7414438
"809","11373","The 51 Avenue Academy (The Path To Academic Excell",-73.887005,40.737207
"810","11355","P.S. 020 John Bowne",-73.8238569,40.7582036
"811","11354","P.S. 021 Edward Hart",-73.8185901,40.7741269
"812","11355","P.S. 022 Thomas Jefferson",-73.8108995,40.7617907
"813","11355","P.S. 024 Andrew Jackson",-73.8185636,40.7519808
"814","11358","I.S. 025 Adrien Block",-73.7896124,40.7650434
"815","11356","P.S. 029 Queens",-73.8429318,40.7779514
"816","11358","P.S. 032 State Street",-73.7943194,40.7650099
"817","11357","P.S. 079 Francis Lewis",-73.8173491,40.7859588
"818","11358","P.S. 107 Thomas A Dooley",-73.7991471,40.7556533
"819","11355","P.S. 120 Queens",-73.8291617,40.7452531
"820","11356","P.S. 129 Patricia Larkin",-73.8395001,40.7898625
"821","11218","P.S. 130",-73.9758478,40.648959
"822","11366","P.S. 154 Queens",-73.8075916,40.7264369
